TEXT,emoji,class
"You can now call me the Communications Master! Officially finished with a perfect 4.0 and got…
",😜,2
"The street will make you feel brand newThe light will spire you @user
",🇺🇸,0
"Can’t beat the Red, White &amp; Blue @ Beer Olympics
",🇺🇸,0
"Just a walk in the park Kazansky - #Nashville #Fall - A Moment in @ Nashville, Tennessee
",🇺🇸,0
"Snow in the palm trees of Houston . . . Even the pups know this one’s not normal! @ League…
",😜,2
"One of my favorite Nashville venues! Excited for “Sing: An Irish Christmas” @ Schermerhorn…
",🎄,1
"Your future Co-Presidents of the United States @ George Bush Presidential Library
",🇺🇸,0
"Get out and #VOTE ! Miami, USA. 11/2016https://t.co/MgeZpwlNne @ Miami, Florida
",🇺🇸,0
"New citizens of the United States #newcitizen #chasinghappiness…
",🇺🇸,0
"We remember, celebrate, and pray for our Nation's Servant Leaders. ------- Make church…
",🇺🇸,0
"Yayyyy!!!! I'm going to Nîmes World Cup #3. I wasn't planing but I changed my mind thank you…
",😜,2
"future place to study maybe?? @ New York University
",😜,2
"A great reminder as we kick off #thanksgivingday in the #USA courtesy of #greatnessfoundation…
",🇺🇸,0
"Selfie @ Los Angeles, California
",😜,2
"i let him win only one time @ Topgolf
",😜,2
"#christmasfamilytradition Candlelight Processional @ American Adventure In Epcot
",🎄,1
"Merry shopping @ Old Town Helena
",🎄,1
"they say ""What happens in Vegas, stays in Vegas."" #vegasbynight @ Las Vegas, Nevada
",🇺🇸,0
"Been meaning to post this for a while now #winbenwin #carson2016 #carsonforpresident @ Still Waters…
",🇺🇸,0
"#Merica We love ya #starsandstripes kinda weekend #golf #usa @ LondonHouse Chicago
",🇺🇸,0
"Alot of people don’t like GA...ShiTTd..Let me get 3AllTheWaY with a okra &amp; O Extra Sauce #ELS4G…
",😜,2
"Reminiscing the awesome Trail run to one of Vista’s mountain range. #usmountains #wheninusa …
",🇺🇸,0
"Total! We are young #Discovery #DisciveryKids #Team #Circuit #Sports #Fun #Jump #LikeKids…
",😜,2
"Landing in your city like.... Where my cape at?! See you tomorrow DAYTONA BEACH for @user
",😜,2
"The National Mall @ National Mall
",🇺🇸,0
"Pile of sandals We were feeling the music right through our dancing…
",😜,2
"Hi! Baking #fablogcon orders right now (see my dorky Instagram story?) Need a $15 half-dozen…
",😜,2
"Sometimes it's the only way I get her to like me Thanks for the adventure and thanks for…
",😜,2
"Look who stopped by and paid us a visit Fun time during our Learn, Wiggle and Play Holiday…
",🎄,1
"#architecture #lovethiscity #lovechicago #usa #earlymorningwalk #reflections @ Navy Pier
",🇺🇸,0
"Last day of shopping and sightseeing in Boston Wearing @user shoes and @user scarf…
",😜,2
"‘Tis the Season #nyc #party #fashionstyle #christmas #tradition #familia #goodtimes #toys @ New…
",🎄,1
"Christmas at The Grove @ The Grove
",🎄,1
"1 week junk food free, I dropped 5lbs but.....ummmmh!…
",😜,2
"#MakeAmericaGreatAgain #Happy4thOfJuly #JustAroundTheRiverBend @ Upper Iowa River
",🇺🇸,0
"We picked up our Christmas tree at the Wiggins Christmas Town ! #normantradition…
",🎄,1
"Finally got to meet Lady Liberty in person! #AllAmericanCanadianGirl #LadyLiberty @ Statue…
",🇺🇸,0
"#lastday in the #usa #portland #oregon #ripcity #voodoodoughnuts #pancakes #ussblueback…
",🇺🇸,0
"Money Bagg Yo was lit last weekend.. Feat. @user @ Houston, Texas
",😜,2
"Found one!! Going in to pay. #leefarms #tualatin #christmastree #pdx #pnw #portland #ucut…
",🎄,1
"#HappyThursdayEveryone The Party Is at @user First Acoustic Set 8:00pm #NocheLatina…
",😜,2
"Are you calm? I am tropical.
",🇺🇸,0
"Jingling it up in Valley Center @ City of Valley Center, Kansas - Municipal Government
",🎄,1
"O Christmas Tree having Annual Christmas Luncheon! @ Zephyr Grill &amp; Bar Livermore
",🎄,1
"Santa Claus is coming to town! #xmas @ Chicago, Illinois
",🎄,1
"@ Chicago!!! em Architectural Boat Tour Of Chicago!!
",🇺🇸,0
"Celebrating our Veterans #veteransday #veterans #feedom #usa#visitfredtx…
",🇺🇸,0
".@djsantoslive on #Periscope: Name your favorite Christmas Song #periscopetv #music #dj #vegas
",🎄,1
"@ Brain Freeze Sno-Cones &amp; Snacks
",🇺🇸,0
"Joy To The World @ Cathedral of St. John the Divine, NYC
",🎄,1
"It's a ponytail. I figure that will be really practical for all my ghost shenanigans. @ Hair…
",😜,2
"Goodbye, Chicago. (And hello, Christmas!) @ Chicago O'Hare International Airport
",🎄,1
"Epic memories forged. @ The Good Bar and Eatery
",🎄,1
"@ Research Triangle Park
",😜,2
"Continuing the Waltrowski-Martin-Brown tradition of adorably humiliating Christmas photos @user
",🎄,1
"|| Merry Christmas || @ New Jersey
",🎄,1
"Toga day with the boys #PC8.0 @ South Oldham High School
",🇺🇸,0
"Visits with Grandma. @ Sanford Medical Center
",🎄,1
"Packed house for #marcorubio at pbauniversity! # @ Greene Complex @ PBAU
",🇺🇸,0
"Thanks for the memories Denver! en Denver, Colorado
",🇺🇸,0
"WOW #wow #usa #july4th @ Dana Point Harbor
",🇺🇸,0
"It's not what's under the Christmas tree that matters, it's about who's around it @ Casa Di…
",🎄,1
"New York the best city in the world #nyc #art #perspective @ DOOSAN Gallery New York
",🇺🇸,0
"Merry Yuletide from Chateau Grebso ...#chateau #family #christmas #christmastree #yuletide…
",🎄,1
"FREE community classes this week! This video shows how excited Krystina is to teach . After…
",😜,2
"Fourth of July festivities have begun @ Harrisburg Community Park
",🇺🇸,0
"#slimaarons @ Fort Worth, Texas
",🎄,1
"FINALLY got a sit ‘n spin! Thanks judithmcyr ! @ Sit-N-Spin
",🎄,1
"Got this sigsauerinc 1911 in the shop!!! I mean this thing is #America as fuck! #malonlabe…
",🇺🇸,0
"#Merica @ Mugs Café
",🇺🇸,0
"Happy Christmas #happychristmas #midwifelife #homebirth…
",🎄,1
"With some good people @ Rusty's Raw Bar and Grill
",😜,2
"I'm bringing sexy back...well, I'm trying #bucketlist #midlife #midlifefashion…
",😜,2
"Great time with this squard yesterday for #krewedenim Happy fourth! #nola #followyournola @user
",🇺🇸,0
"Just some uglies in some uglies @ Yost Farm
",🎄,1
"Merry Christmas from the Pinheiro's @ Lagrangeville, New York
",🎄,1
"#morningmanhattan#myroomview#streetphotography#nycskyline#wintertime#nyc # @ 777 6th Avenue…
",🇺🇸,0
"Resting beach face #lifesbetteratthebeach #beachhousedayuno @ Dana…
",😜,2
"Marry Christmas y'all @ Austin, Texas
",🎄,1
"About sums it up.. happy 4th everyone! #4thofjuly #landofthefree #homeofthebrave…
",🇺🇸,0
"#TBT to the night @user &amp; I walked home from ZACH Theater in the rain. @ Gibson Flats
",😜,2
"Freestyle flako random (24hs lo borro en Brooklyn, New York
",🎄,1
"The Dale @ Hillsdale College
",🇺🇸,0
"| 4th | Red, white, and maroon...or is it peachy pink?…
",🇺🇸,0
"On a hike...I look over and see this...deelouis512 your millennial is showing @ Vermont
",😜,2
"Eh oh NY @ New York, New York
",🇺🇸,0
"Happy Birthday America @ Jackson, Mississippi
",🇺🇸,0
"@user dont cause too much trouble now
",😜,2
"You still have time for some last minute shopping today beatnikstudios ! #jakecastro #lasercut…
",🎄,1
"bad quality friend high quality pic jk ;) @ Russellville, Arkansas
",😜,2
"Merry Christmas from the nation's capital @ National Christmas Tree
",🎄,1
"Soon to return @ Rockefeller Center
",🇺🇸,0
"@ Six Flags Magic Mountain
",🎄,1
"She's back♡♡ 10 years later♡♡ #sister #ecuador #xmas2015 @ Torreon,…
",🎄,1
"Merry Christmas everyone! From the TMobile team at the Columbiana…
",🎄,1
"The United Nations Headquarters #UN #NYC @ United Nations Headquarters
",🇺🇸,0
"We wish a very marry Christmas and Happy New Year , we hope that this Christmas the best…
",🎄,1
"#Boston #usa @ Newbury Street
",🇺🇸,0
"#flightattendantlife @ Lynwood, California
",🇺🇸,0
"Throwin it back to this past weekend b/c @user was awesome #tbt @ Gas Monkey Live
",😜,2
"Rockies Brown from behind ( ). Always a pleasure to sing with this lady. #PopStrings @user
",😜,2
"Happy 4th of July @ Miami South Beach, Florida USA
",🇺🇸,0
"Blue eyed brunettes will win every time #bff @ The SHOP
",😜,2
"Happy Veterans Day! Thank you for your sacrifice and service. @ JoBella Girls Boutique &amp;…
",🇺🇸,0
"God Bless America #homeofthefreebecauseofthebrave #somegaveall @user @user
",🇺🇸,0
"Christmas disneyland @ Walt Disney World
",🎄,1
"See ya in 10 days US @ Royal Caribbean International
",🇺🇸,0
"No place like the USA @ East Tawas, Michigan
",🇺🇸,0
"#buddy &amp; #rosey are back at it again... #elfontheshelf #elf #dj #themostwonderfultimeoftheyear…
",😜,2
"The Wonder Years...#HerfelsHuddle #Tavern #TBT #SmallTownUSA #FourCorners #WaterlooWI #70s…
",🇺🇸,0
"Merry 12 Days of Christmas From @user @ Chick-fil-A State and Lake
",🎄,1
"Come to the Woods!!! And to the GSU Three Choirs Concert tomorrow 7pm Ptree Rd UMC #gsuchoir…
",😜,2
"Sunday Funday! link in bio #TheRADparty @ The Lawley Art Group
",🇺🇸,0
"Friyay @ North Bellmore, New York
",😜,2
"Roadtripping trough the USA! Gives awesome scenery pics! #usa #states #yosimite #deathvalley…
",🇺🇸,0
"Boom! Civic Duty Done. No traffic and no line for early voting. @user
",🇺🇸,0
"Merry Christmas Eve @ North Carolina
",🎄,1
"At the Enchanted Village, it snows inside. @ Enchanted Village
",🎄,1
"It’s beginning to look a lot like Christmas part one. @ Dignowity Hill, San Antonio
",🎄,1
"Got everything I'm asking for but you @ Phoenix, Arizona
",😜,2
"#happychristmaseve! @ Youngstown, Ohio
",🎄,1
"I'm out of Abercrombie Fierce cologne. I need a donation from somebody who loves me. …
",😜,2
"....I'm cute but FREEZING @ Cramton Bowl
",😜,2
"I'm so happy that I’ll get to see you guys again It brings me back so many memories from…
",🇺🇸,0
"Found the holiday train tonight after work! #Chicago #chicagogram #chicagogrammers #cta…
",🎄,1
"The annual Cavness family Christmas photo @ San Francisco, California
",🎄,1
"Just a tiny bite @ The Beverly Hilton
",😜,2
"It's beginning to look a lot like... @ New York, New York
",🎄,1
"Tree light show at Fanueil Hall in Boston! @ Faneuil Hall…
",🎄,1
"Less text...more F2F. Cut the cord for Christmas! @ Cambridge, Ontario
",🎄,1
"Good times with good people on #IndependenceDay @ Fort Walton…
",🇺🇸,0
".#rodeodrive #Beverlyhills #LA @ Beveryhills Rodeo Drive
",🇺🇸,0
"Here’s looking at you, 2017. @ West Jefferson, NC
",😜,2
"We Will never forget 9/11 @ George Washington Bridge
",🇺🇸,0
"Good Morning Houston. (at @user in Houston, TX)
",🇺🇸,0
"#sluglife #2017sabbatical @ Corvallis, Oregon
",🇺🇸,0
"This big ass #cheeseburger is going to be fun #cheese #burger @ Bellflower, California
",😜,2
"I'm so obsessed with this drop, oh and the LED dome this was @user set till 4am…
",😜,2
"choo choo train get ready#clay #clayart #polymerclay #airdryclay #charm #charms #animegirl…
",😜,2
"Mow takes on PSU @ Sproul Hall
",😜,2
"We've been through the whole state of Nevada today! So desolate, but so beautiful! Lots of…
",🇺🇸,0
"Goodbye to our first semester of college &amp; hello to winter break! …
",🎄,1
"• T-Rex is not so far ! • #universal #universalstudios #universalorlando #islandofadventure…
",🇺🇸,0
"@ Beautiful Los Osos California
",🎄,1
"This is why we compete just to win congrats MF. @ Long Beach Light House
",🇺🇸,0
"Brought to you courtesy of the red white and blue #happyfourth #tobykeith @ John F. Limehouse…
",🇺🇸,0
"RIP Tex Collins #bearded #villain #scenic #cinematic #practicalfx #sfxmakeup #setlife @ Four…
",🇺🇸,0
"Because this is America. @ Utah
",🇺🇸,0
"Y'all are alright @ Cotton Eyed Joe
",😜,2
"Hello NYC #WhenInNewYork @ Times Square, New York City
",🇺🇸,0
"Merica @ Dale Hollow Lake
",🇺🇸,0
"Finally going back #offshore!! #flying into #neworleans for a 6 week trip @ Louis Armstrong New…
",😜,2
"#Sebastian #Florida #USA en Captain Hirams Sand Bar
",🇺🇸,0
"Here deer, let’s play pin the arrow in the deer! (@ Nassau, NY in NY)
",😜,2
"Come visit us sojournsandiego where you will meet your favorite yoga teachers #Repost…
",😜,2
"Couldn't help but caption this one... @ Santa Cruz Beach Boardwalk
",😜,2
"Merry Christmas Eve from the Manouchehripour sisters @ Cicero, New York
",🎄,1
"#Repost @user with @user to driving ""Back to the future""…
",😜,2
"being holly jolly and what not #TrailOfLights #ATX #HappyHolidays @ Trail of Lights in Zilker…
",🎄,1
"Merry holidays. #DUMA #saturdayfunday @ Half Moon Bay Harbor
",🎄,1
"Psssst guess what! I've unlocked the secret to enjoying the sport if motocross to the fullest …
",😜,2
"God bless the US and 10-year friendships @ Lake Taylorville
",🇺🇸,0
"Sunday stroll with the boys. Well, maybe a little bit harder than that . 3rd today at…
",😜,2
"Neon South Beach! #southbeach #miami #miamibeach #artdeco #neon #neonlights #hotelvictor #red…
",🇺🇸,0
"Best-looking ""dump"" I've ever seen @ The White House
",🇺🇸,0
"I may not be queen but this is a democracy anyways #prez2020 @ Woodbury County Fair
",🇺🇸,0
"Happy 4th of July @ Lakepoint State Park
",🇺🇸,0
"The Great American Race @ Daytona International Speedway
",🇺🇸,0
"SHOP #tgif &amp; ALL WEEKEND as we #deckthehalls at #beached #longbeachisland #bayvillage…
",🎄,1
"The bar on top of this is great! But don't know the name (@ Boca Kitchen Bar &amp; Market in Winter Park, FL)
",😜,2
"Merry Christmas from the sparkliest place on Earth! @ Disney's Hollywood Studios
",🎄,1
"Feeling Free &amp; Wild running with the Mustangs on Christmas Eve #mustanghorse #natureperfection…
",🎄,1
"@ Stanislaus National Forest, California, USA
",🎄,1
"Shameless gym selfie @ Gold's Gym Lancaster, PA
",😜,2
"The grinch who stole your chirstmas @ Universal Studios Hollywood
",😜,2
"@user with @user getting down to @user congratulations on the 2 year…
",😜,2
"My fave selfie of #midoriyaizuku when i #genderbend for casual wear #cosplyerslife…
",😜,2
"Cheering on my guys!! #teamUSA @ UMKC 5k HOSPITAL HILL RUN
",🇺🇸,0
"Boomerang is flippin crazy @ Planet Spirit
",😜,2
"Some call it ""#Boudoir &amp; #Glamour #Photography"" I call #Girly #Makeover... #Fun #Photoshoot…
",😜,2
"missing D.C. lots!!! @ Washington, District of Columbia
",🇺🇸,0
"Lunch on the fly...a change up from What a Burger Shout out to my…
",😜,2
"Happy Monday! One week until Christmas are you cruising into the holiday in style like Ian and…
",🎄,1
"Iranian Raad Barothers steel tray. Available at our popup! // #raadbarothars #tray #lasercut…
",🎄,1
"When you believe... It's time #handsandtoes kiwi #keeppushing…
",😜,2
"Remember that #SideChicks @ Houston, Texas
",😜,2
"murrica. #fcukyeah @ City of San Mateo
",🇺🇸,0
"10cm of snow turned into freezing rain = 5km tempo run on the treadmill on a good note was able…
",😜,2
"You seem sultry. I feel icey.
",🇺🇸,0
"On set today with my pretend date shelliester let's go interracial couple #actorslife #setlife…
",😜,2
"In USA with merrymaryco Day 3: beautiful sunset reflection in Central Park #newyork #nyc #usa…
",🇺🇸,0
"@ Mickey's Very Merry Christmas Party
",🎄,1
"team diversed #frontliner #teamwork #thankful #blessed #nofilter @ Panera Bread
",😜,2
"Merry Christmas everyone! #mariox5 #HTers #HashTags #bestoftheday #carols #christmas…
",🎄,1
